timestamp,core,usr,sys,idle,used
1781041387,0,7,14,92,86,0,00,100,00
1781041387,1,0,00,0,00,100,00,0,00
1781041387,2,0,00,0,00,100,00,0,00
1781041387,3,0,00,3,57,96,43,3,57
1781041387,4,0,00,0,00,100,00,0,00
1781041387,5,0,00,0,00,100,00,0,00
1781041387,6,0,00,0,00,100,00,0,00
1781041387,7,0,00,0,00,100,00,0,00
1781041387,8,0,00,0,00,100,00,0,00
1781041387,9,0,00,0,00,100,00,0,00
1781041387,10,0,00,0,00,100,00,0,00
1781041387,11,3,57,3,57,92,86,7,14
1781041388,0,10,34,89,66,0,00,100,00
1781041388,1,3,45,0,00,96,55,3,45
1781041388,2,0,00,0,00,100,00,0,00
1781041388,3,0,00,0,00,100,00,0,00
1781041388,4,3,33,6,67,90,00,10,00
1781041388,5,0,00,0,00,100,00,0,00
1781041388,6,0,00,0,00,100,00,0,00
1781041388,7,0,00,0,00,100,00,0,00
1781041388,8,0,00,0,00,100,00,0,00
1781041388,9,0,00,0,00,100,00,0,00
1781041388,10,0,00,0,00,100,00,0,00
1781041388,11,0,00,0,00,100,00,0,00
1781041388,0,0,00,0,00,100,00,0,00
1781041388,1,0,00,0,00,100,00,0,00
1781041388,2,0,00,3,45,96,55,3,45
1781041388,3,92,86,7,14,0,00,100,00
1781041388,4,0,00,3,45,96,55,3,45
1781041388,5,0,00,3,57,96,43,3,57
1781041388,6,0,00,0,00,100,00,0,00
1781041388,7,0,00,0,00,100,00,0,00
1781041388,8,0,00,3,57,96,43,3,57
1781041388,9,0,00,0,00,100,00,0,00
1781041388,10,0,00,0,00,100,00,0,00
1781041388,11,0,00,0,00,100,00,0,00
1781041389,0,0,00,0,00,100,00,0,00
1781041389,1,0,00,0,00,100,00,0,00
1781041389,2,0,00,3,45,96,55,3,45
1781041389,3,100,00,0,00,0,00,100,00
1781041389,4,0,00,0,00,100,00,0,00
1781041389,5,0,00,0,00,100,00,0,00
1781041389,6,3,45,6,90,89,66,10,34
1781041389,7,0,00,0,00,100,00,0,00
1781041389,8,0,00,3,45,96,55,3,45
1781041389,9,0,00,0,00,100,00,0,00
1781041389,10,0,00,3,45,96,55,3,45
1781041389,11,0,00,0,00,100,00,0,00
1781041390,0,0,00,7,14,92,86,7,14
1781041390,1,3,45,0,00,96,55,3,45
1781041390,2,0,00,0,00,100,00,0,00
1781041390,3,0,00,0,00,100,00,0,00
1781041390,4,0,00,0,00,100,00,0,00
1781041390,5,0,00,0,00,100,00,0,00
1781041390,6,0,00,11,11,88,89,11,11
1781041390,7,0,00,0,00,100,00,0,00
1781041390,8,3,45,3,45,93,10,6,90
1781041390,9,100,00,0,00,0,00,100,00
1781041390,10,0,00,0,00,100,00,0,00
1781041390,11,0,00,3,33,96,67,3,33
1781041390,0,6,90,37,93,55,17,44,83
1781041390,1,46,43,0,00,53,57,46,43
1781041390,2,43,33,3,33,50,00,50,00
1781041390,3,46,43,14,29,39,29,60,71
1781041390,4,44,83,0,00,55,17,44,83
1781041390,5,48,28,0,00,51,72,48,28
1781041390,6,3,33,6,67,90,00,10,00
1781041390,7,0,00,0,00,100,00,0,00
1781041390,8,3,33,3,33,93,33,6,67
1781041390,9,17,24,3,45,79,31,20,69
1781041390,10,0,00,0,00,100,00,0,00
1781041390,11,3,57,21,43,75,00,25,00
1781041391,0,96,67,3,33,0,00,100,00
1781041391,1,100,00,0,00,0,00,100,00
1781041391,2,100,00,0,00,0,00,100,00
1781041391,3,100,00,0,00,0,00,100,00
1781041391,4,100,00,0,00,0,00,100,00
1781041391,5,100,00,0,00,0,00,100,00
1781041391,6,0,00,0,00,100,00,0,00
1781041391,7,0,00,3,45,96,55,3,45
1781041391,8,3,45,6,90,89,66,10,34
1781041391,9,0,00,0,00,100,00,0,00
1781041391,10,0,00,3,45,96,55,3,45
1781041391,11,0,00,0,00,100,00,0,00
1781041391,0,100,00,0,00,0,00,100,00
1781041391,1,100,00,0,00,0,00,100,00
1781041391,2,100,00,0,00,0,00,100,00
1781041391,3,100,00,0,00,0,00,100,00
1781041391,4,100,00,0,00,0,00,100,00
1781041391,5,100,00,0,00,0,00,100,00
1781041391,6,0,00,0,00,100,00,0,00
1781041391,7,0,00,3,57,96,43,3,57
1781041391,8,0,00,0,00,100,00,0,00
1781041391,9,0,00,0,00,100,00,0,00
1781041391,10,0,00,0,00,100,00,0,00
1781041391,11,0,00,3,57,96,43,3,57
1781041392,0,100,00,0,00,0,00,100,00
1781041392,1,100,00,0,00,0,00,100,00
1781041392,2,100,00,0,00,0,00,100,00
1781041392,3,100,00,0,00,0,00,100,00
1781041392,4,100,00,0,00,0,00,100,00
1781041392,5,100,00,0,00,0,00,100,00
1781041392,6,0,00,0,00,100,00,0,00
1781041392,7,3,45,0,00,96,55,3,45
1781041392,8,3,57,3,57,92,86,7,14
1781041392,9,0,00,3,45,96,55,3,45
1781041392,10,0,00,0,00,100,00,0,00
1781041392,11,0,00,3,57,96,43,3,57
1781041393,0,46,43,14,29,39,29,60,71
1781041393,1,48,28,0,00,51,72,48,28
1781041393,2,46,43,0,00,53,57,46,43
1781041393,3,48,28,0,00,51,72,48,28
1781041393,4,48,28,0,00,51,72,48,28
1781041393,5,46,43,0,00,53,57,46,43
1781041393,6,0,00,18,52,81,48,18,52
1781041393,7,0,00,3,45,96,55,3,45
1781041393,8,3,70,3,70,92,59,7,41
1781041393,9,0,00,0,00,100,00,0,00
1781041393,10,3,45,0,00,96,55,3,45
1781041393,11,48,28,37,93,13,79,86,21
