timestamp,cpu_user,cpu_sys,gpu_util,gpu_mem_used_mb,gpu_mem_total_mb,mem_used_mb,mem_total_mb
1780847147,6,71,3,21,0,300,8188,1793,15932
1780847148,8,36,0,86,0,300,8188,1884,15932
1780847148,8,41,1,16,0,300,8188,1893,15932
1780847149,8,09,1,73,0,300,8188,1908,15932
1780847149,8,45,0,58,0,300,8188,1907,15932
1780847150,8,50,0,88,0,300,8188,1929,15932
1780847151,8,67,1,16,0,300,8188,1903,15932
1780847151,8,26,0,88,0,300,8188,1904,15932
1780847152,8,85,0,88,0,300,8188,1922,15932
1780847153,9,01,0,58,0,300,8188,1950,15932
1780847153,8,65,0,58,0,300,8188,1949,15932
1780847154,8,21,1,47,0,300,8188,1963,15932
1780847155,8,16,1,17,0,300,8188,1978,15932
1780847155,8,72,1,45,0,300,8188,1994,15932
1780847156,8,70,1,16,0,300,8188,1967,15932
1780847157,8,72,1,16,0,300,8188,1983,15932
1780847157,8,88,1,15,0,300,8188,1997,15932
1780847158,8,12,1,45,0,300,8188,1976,15932
1780847159,8,19,0,88,0,300,8188,1957,15932
1780847159,8,16,0,87,0,300,8188,1945,15932
1780847160,8,67,1,45,0,300,8188,1960,15932
1780847160,8,45,0,87,0,300,8188,1973,15932
1780847161,8,62,1,15,0,300,8188,1971,15932
1780847162,8,75,0,58,0,300,8188,1962,15932
1780847162,9,01,0,87,0,300,8188,1942,15932
1780847163,8,80,1,47,0,300,8188,1953,15932
1780847164,8,43,1,16,0,300,8188,1949,15932
1780847164,8,72,1,16,0,300,8188,1951,15932
1780847165,8,62,1,15,0,300,8188,1942,15932
1780847166,8,70,1,16,0,300,8188,1961,15932
1780847166,8,72,0,87,0,300,8188,1933,15932
1780847167,8,67,1,16,0,300,8188,1943,15932
1780847168,8,16,1,17,0,300,8188,1972,15932
1780847168,8,99,0,58,0,300,8188,1971,15932
1780847169,8,65,1,44,0,300,8188,1946,15932
1780847170,8,48,0,88,0,300,8188,1973,15932
1780847170,8,65,1,44,0,300,8188,1939,15932
1780847171,8,38,0,87,0,300,8188,1954,15932
1780847171,8,45,0,87,0,300,8188,1960,15932
1780847172,8,45,1,17,0,300,8188,1956,15932
1780847173,8,19,0,88,0,300,8188,1952,15932
1780847173,8,19,1,17,0,300,8188,1947,15932
1780847174,8,41,1,16,0,300,8188,1938,15932
