timestamp,cpu_user,cpu_sys,gpu_util,gpu_mem_used_mb,gpu_mem_total_mb,mem_used_mb,mem_total_mb
1780902180,1,16,8,09,0,285,8188,1992,15932
1780902181,8,99,1,45,0,285,8188,2853,15932
1780902181,8,75,0,87,0,285,8188,2852,15932
1780902182,8,43,0,87,0,285,8188,2851,15932
1780902182,8,75,1,17,0,285,8188,2852,15932
1780902183,8,38,1,45,0,285,8188,2818,15932
1780902184,8,67,0,87,0,285,8188,2810,15932
1780902184,8,50,0,88,0,285,8188,2801,15932
1780902185,8,12,2,61,0,285,8188,2793,15932
1780902186,8,43,1,45,0,285,8188,2790,15932
1780902186,8,45,0,87,0,285,8188,2798,15932
1780902187,8,91,1,15,0,285,8188,2805,15932
1780902188,8,24,0,59,0,285,8188,2815,15932
1780902188,8,16,1,17,0,285,8188,2804,15932
1780902189,8,38,0,29,0,285,8188,2814,15932
1780902190,8,91,2,01,0,285,8188,2819,15932
1780902190,8,19,0,88,0,285,8188,2790,15932
1780902191,8,99,0,87,0,285,8188,2796,15932
1780902192,8,80,0,88,0,285,8188,2793,15932
1780902192,8,31,1,15,0,285,8188,2798,15932
1780902193,8,60,2,58,0,285,8188,2789,15932
1780902194,8,50,0,59,0,285,8188,2769,15932
1780902194,8,45,2,04,0,285,8188,2772,15932
1780902195,8,75,1,17,0,285,8188,2763,15932
1780902195,8,19,0,88,0,285,8188,2777,15932
1780902196,9,04,0,58,0,285,8188,2775,15932
1780902197,8,43,1,16,0,285,8188,2758,15932
1780902197,8,19,2,34,0,285,8188,2782,15932
1780902198,8,96,1,16,0,285,8188,2750,15932
1780902199,8,14,1,45,0,285,8188,2768,15932
1780902199,8,43,1,45,0,285,8188,2794,15932
1780902200,8,45,0,87,0,285,8188,2819,15932
1780902201,8,16,0,87,0,285,8188,2816,15932
1780902201,8,70,1,45,0,285,8188,2791,15932
1780902202,8,96,1,73,0,285,8188,2776,15932
1780902203,8,48,1,17,0,285,8188,2794,15932
1780902203,8,14,0,87,0,285,8188,2813,15932
1780902204,8,41,1,16,0,285,8188,2805,15932
1780902205,8,75,0,58,0,285,8188,2813,15932
1780902205,8,88,2,29,0,285,8188,2829,15932
1780902206,8,09,1,45,0,285,8188,2804,15932
1780902206,8,53,0,29,0,285,8188,2791,15932
1780902207,8,60,1,43,0,285,8188,2785,15932
1780902208,8,53,0,88,0,285,8188,2774,15932
1780902208,8,16,1,17,0,285,8188,2768,15932
1780902209,8,31,1,43,0,285,8188,2769,15932
1780902210,8,72,1,74,0,285,8188,2783,15932
1780902210,8,41,0,87,0,285,8188,2779,15932
1780902211,8,52,1,70,0,285,8188,2772,15932
1780902212,8,14,1,16,0,285,8188,2769,15932
1780902212,8,41,0,87,0,285,8188,2776,15932
1780902213,8,50,1,76,0,285,8188,2771,15932
1780902214,8,36,1,73,0,285,8188,2781,15932
1780902214,8,50,1,47,0,285,8188,2780,15932
1780902215,8,82,0,59,0,285,8188,2754,15932
1780902216,8,48,1,17,0,285,8188,2766,15932
1780902216,8,75,1,17,0,285,8188,2756,15932
1780902217,8,41,1,45,0,285,8188,2755,15932
1780902217,8,12,2,32,0,285,8188,2755,15932
1780902218,8,75,1,17,0,285,8188,2742,15932
1780902219,8,91,1,15,0,285,8188,2734,15932
1780902219,8,67,0,58,0,285,8188,2737,15932
1780902220,8,19,1,17,0,285,8188,2753,15932
1780902221,8,28,0,89,0,285,8188,2752,15932
1780902221,8,45,0,87,0,285,8188,2757,15932
1780902222,8,41,2,90,0,285,8188,2779,15932
1780902223,8,50,0,59,0,285,8188,2796,15932
1780902223,8,70,1,45,0,285,8188,2816,15932
1780902224,8,72,0,87,0,285,8188,2820,15932
1780902225,8,62,1,72,0,285,8188,2815,15932
1780902225,8,48,2,05,0,285,8188,2805,15932
1780902226,8,50,0,88,0,285,8188,2788,15932
1780902227,8,91,2,01,0,285,8188,2765,15932
1780902227,8,24,0,88,0,285,8188,2764,15932
1780902228,8,77,0,88,0,285,8188,2752,15932
1780902229,8,53,0,88,0,285,8188,2772,15932
1780902229,8,75,0,87,0,285,8188,2764,15932
1780902230,8,50,2,05,0,285,8188,2780,15932
1780902230,8,43,1,16,0,285,8188,2800,15932
1780902231,8,14,0,87,0,285,8188,2794,15932
1780902232,8,62,1,15,0,285,8188,2796,15932
1780902232,8,12,1,45,0,285,8188,2806,15932
1780902233,8,50,0,88,0,285,8188,2794,15932
1780902234,8,48,0,88,0,285,8188,2766,15932
1780902234,8,48,2,34,0,285,8188,2763,15932
1780902235,8,91,1,44,0,285,8188,2733,15932
1780902236,8,62,1,15,0,285,8188,2758,15932
1780902236,8,75,0,87,0,285,8188,2752,15932
1780902237,8,36,0,86,0,285,8188,2728,15932
