timestamp,core,usr,sys,idle,used
1780902359,0,0,00,0,00,100,00,0,00
1780902359,1,75,00,25,00,0,00,100,00
1780902359,2,0,00,0,00,100,00,0,00
1780902359,3,0,00,0,00,100,00,0,00
1780902359,4,0,00,0,00,100,00,0,00
1780902359,5,0,00,0,00,100,00,0,00
1780902359,6,0,00,3,45,96,55,3,45
1780902359,7,0,00,0,00,100,00,0,00
1780902359,8,0,00,0,00,100,00,0,00
1780902359,9,0,00,3,57,96,43,3,57
1780902359,10,0,00,0,00,100,00,0,00
1780902359,11,3,57,3,57,92,86,7,14
1780902360,0,0,00,0,00,100,00,0,00
1780902360,1,85,71,14,29,0,00,100,00
1780902360,2,0,00,3,45,96,55,3,45
1780902360,3,0,00,0,00,100,00,0,00
1780902360,4,0,00,3,45,96,55,3,45
1780902360,5,3,45,6,90,89,66,10,34
1780902360,6,0,00,0,00,100,00,0,00
1780902360,7,0,00,0,00,100,00,0,00
1780902360,8,0,00,0,00,100,00,0,00
1780902360,9,0,00,0,00,100,00,0,00
1780902360,10,0,00,3,45,96,55,3,45
1780902360,11,0,00,0,00,100,00,0,00
